0.01000, 0.006283, 0.5011
0.02000, 0.01256, 0.4692
0.03000, 0.01885, 0.5093
0.04000, 0.02513, 0.4186
0.05000, 0.03141, 0.4930
0.06000, 0.03769, 0.4947
0.07000, 0.04397, 0.4820
0.08000, 0.05024, 0.4826
0.09000, 0.05652, 0.4907
0.1000, 0.06279, 0.4802
0.1100, 0.06906, 0.5158
0.1200, 0.07532, 0.4529
0.1300, 0.08159, 0.4893
0.1400, 0.08785, 0.4401
0.1500, 0.09410, 0.4902
0.1600, 0.1004, 0.4573
0.1700, 0.1066, 0.5068
0.1800, 0.1129, 0.4604
0.1900, 0.1191, 0.4877
0.2000, 0.1253, 0.4477
0.2100, 0.1316, 0.5109
0.2200, 0.1378, 0.4881
0.2300, 0.1440, 0.5333
0.2400, 0.1502, 0.4850
0.2500, 0.1564, 0.5311
0.2600, 0.1626, 0.4825
0.2700, 0.1688, 0.5493
0.2800, 0.1750, 0.5342
0.2900, 0.1812, 0.5309
0.3000, 0.1874, 0.5001
0.3100, 0.1935, 0.5120
0.3200, 0.1997, 0.4940
0.3300, 0.2059, 0.5232
0.3400, 0.2120, 0.5139
0.3500, 0.2181, 0.5464
0.3600, 0.2243, 0.4726
0.3700, 0.2304, 0.5072
0.3800, 0.2365, 0.5033
0.3900, 0.2426, 0.5266
0.4000, 0.2487, 0.4990
0.4100, 0.2548, 0.5424
0.4200, 0.2608, 0.5145
0.4300, 0.2669, 0.5687
0.4400, 0.2729, 0.5697
0.4500, 0.2790, 0.5622
0.4600, 0.2850, 0.5296
0.4700, 0.2910, 0.5643
0.4800, 0.2970, 0.5164
0.4900, 0.3030, 0.5627
0.5000, 0.3090, 0.5167
0.5100, 0.3150, 0.5392
0.5200, 0.3209, 0.5052
0.5300, 0.3269, 0.5570
0.5400, 0.3328, 0.5379
0.5500, 0.3387, 0.5377
0.5600, 0.3446, 0.5441
0.5700, 0.3505, 0.5664
0.5800, 0.3564, 0.5517
0.5900, 0.3623, 0.5809
0.6000, 0.3681, 0.5671
0.6100, 0.3739, 0.6053
0.6200, 0.3798, 0.5673
0.6300, 0.3856, 0.5940
0.6400, 0.3914, 0.5368
0.6500, 0.3971, 0.5975
0.6600, 0.4029, 0.5433
0.6700, 0.4086, 0.5982
0.6800, 0.4144, 0.5624
0.6900, 0.4201, 0.5896
0.7000, 0.4258, 0.5402
0.7100, 0.4314, 0.5950
0.7200, 0.4371, 0.5357
0.7300, 0.4427, 0.5565
0.7400, 0.4484, 0.5486
0.7500, 0.4540, 0.5736
0.7600, 0.4596, 0.5694
0.7700, 0.4651, 0.6079
0.7800, 0.4707, 0.5634
0.7900, 0.4762, 0.5877
0.8000, 0.4817, 0.5515
0.8100, 0.4872, 0.6192
0.8200, 0.4927, 0.5874
0.8300, 0.4982, 0.5962
0.8400, 0.5036, 0.5451
0.8500, 0.5090, 0.6440
0.8600, 0.5144, 0.5735
0.8700, 0.5198, 0.6300
0.8800, 0.5252, 0.5815
0.8900, 0.5305, 0.6117
0.9000, 0.5358, 0.6099
0.9100, 0.5411, 0.6110
0.9200, 0.5464, 0.5874
0.9300, 0.5516, 0.6270
0.9400, 0.5569, 0.6120
0.9500, 0.5621, 0.6596
0.9600, 0.5672, 0.5865
0.9700, 0.5724, 0.6381
0.9800, 0.5775, 0.5979
0.9900, 0.5827, 0.6361
1.000, 0.5878, 0.6404
1.010, 0.5928, 0.6718
